freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,TE1026V,BE004C,2020,7736.0,,,BE004C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE004C,2021,7945.0,,,BE004C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE004C,2022,7241.0,,,BE004C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE005C,2015,41184.0,,,BE005C,BE,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE005C,2016,42340.0,,,BE005C,BE,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE005C,2017,43513.0,,,BE005C,BE,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE005C,2019,44722.0,,,BE005C,BE,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE005C,2020,42853.0,,,BE005C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE005C,2021,49033.0,,,BE005C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE005C,2022,48819.0,,,BE005C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2015,6649.0,,,BE006C,BE,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2016,6900.0,,,BE006C,BE,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2017,7391.0,,,BE006C,BE,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2019,7230.0,,,BE006C,BE,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2020,4176.0,,,BE006C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2021,4299.0,,,BE006C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2022,4191.0,,,BE006C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE006C,2023,4251.0,,,BE006C,BE,,2023,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE007C,2015,14926.0,,,BE007C,BE,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE007C,2016,14948.0,,,BE007C,BE,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE007C,2017,15878.0,,,BE007C,BE,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE007C,2019,16261.0,,,BE007C,BE,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE007C,2020,16261.0,,,BE007C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE007C,2021,16261.0,,,BE007C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE007C,2022,15623.0,,,BE007C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2015,54830.0,,,BE008C,BE,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2016,53660.0,,,BE008C,BE,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2017,56989.0,,,BE008C,BE,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2019,53601.0,,,BE008C,BE,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2020,55697.0,,,BE008C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2021,57422.0,,,BE008C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2022,58867.0,,,BE008C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE008C,2023,59835.0,,,BE008C,BE,,2023,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE009C,2015,13878.0,,,BE009C,BE,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE009C,2016,14521.0,,,BE009C,BE,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE009C,2017,14111.0,,,BE009C,BE,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE009C,2019,17032.0,,,BE009C,BE,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE009C,2020,16986.0,,,BE009C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE009C,2021,18171.0,,,BE009C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE009C,2022,19333.0,,,BE009C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2015,10452.0,,,BE010C,BE,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2016,10755.0,,,BE010C,BE,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2017,11302.0,,,BE010C,BE,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2019,13956.0,,,BE010C,BE,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2020,14233.0,,,BE010C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2021,14945.0,,,BE010C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2022,14713.0,,,BE010C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE010C,2023,14851.0,,,BE010C,BE,,2023,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2015,859.0,,,BE011C,BE,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2016,906.0,,,BE011C,BE,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2017,830.0,,,BE011C,BE,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2019,262.0,,,BE011C,BE,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2020,299.0,,,BE011C,BE,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2021,338.0,,,BE011C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2022,331.0,,,BE011C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE011C,2023,327.0,,,BE011C,BE,,2023,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE012C,2021,6897.0,,,BE012C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE012C,2022,6690.0,,,BE012C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE012C,2023,6656.0,,,BE012C,BE,,2023,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE013C,2021,243.0,,,BE013C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE013C,2022,255.0,,,BE013C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE014C,2021,695.0,,,BE014C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE014C,2022,654.0,,,BE014C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE015C,2021,722.0,,,BE015C,BE,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BE015C,2022,725.0,,,BE015C,BE,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG,2015,278953.0,,,BG,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG,2016,266707.0,,,BG,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG,2017,249937.0,,,BG,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG,2018,236335.0,,,BG,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG,2019,229464.0,,,BG,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG,2020,226608.0,,,BG,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2015,112882.0,,,BG001C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2016,109757.0,,,BG001C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2017,105656.0,,,BG001C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2018,101914.0,,,BG001C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2019,101155.0,,,BG001C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2020,98554.0,,,BG001C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2021,97435.0,,,BG001C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG001C,2022,97153.0,,,BG001C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2015,41090.0,,,BG002C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2016,39310.0,,,BG002C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2017,37396.0,,,BG002C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2018,35164.0,,,BG002C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2019,34707.0,,,BG002C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2020,35334.0,,,BG002C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2021,35906.0,,,BG002C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG002C,2022,36071.0,,,BG002C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2015,31354.0,,,BG003C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2016,30692.0,,,BG003C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2017,27471.0,,,BG003C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2018,25577.0,,,BG003C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2019,24624.0,,,BG003C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2020,24521.0,,,BG003C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2021,24291.0,,,BG003C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG003C,2022,24294.0,,,BG003C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2015,9035.0,,,BG004C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2016,8247.0,,,BG004C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2017,7180.0,,,BG004C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2018,6580.0,,,BG004C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2019,5971.0,,,BG004C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2020,6088.0,,,BG004C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2021,6205.0,,,BG004C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG004C,2022,7029.0,,,BG004C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2015,1946.0,,,BG005C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2016,2208.0,,,BG005C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2017,2422.0,,,BG005C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2018,2739.0,,,BG005C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2019,3007.0,,,BG005C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2020,3459.0,,,BG005C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2021,3427.0,,,BG005C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG005C,2022,3436.0,,,BG005C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2015,9671.0,,,BG006C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2016,8625.0,,,BG006C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2017,7825.0,,,BG006C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2018,7073.0,,,BG006C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2019,6523.0,,,BG006C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2020,6316.0,,,BG006C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2021,6291.0,,,BG006C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG006C,2022,5956.0,,,BG006C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2015,0.0,,,BG007C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2016,0.0,,,BG007C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2017,0.0,,,BG007C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2018,203.0,,,BG007C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2019,326.0,,,BG007C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2020,426.0,,,BG007C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2021,448.0,,,BG007C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG007C,2022,453.0,,,BG007C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2015,5197.0,,,BG008C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2016,5439.0,,,BG008C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2017,5250.0,,,BG008C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2018,5212.0,,,BG008C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2019,5094.0,,,BG008C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2020,5008.0,,,BG008C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2021,5397.0,,,BG008C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG008C,2022,5537.0,,,BG008C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2015,952.0,,,BG009C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2016,955.0,,,BG009C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2017,974.0,,,BG009C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2018,987.0,,,BG009C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2019,978.0,,,BG009C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2020,1232.0,,,BG009C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2021,1579.0,,,BG009C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG009C,2022,1544.0,,,BG009C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2015,890.0,,,BG010C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2016,716.0,,,BG010C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2017,634.0,,,BG010C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2018,614.0,,,BG010C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2019,670.0,,,BG010C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2020,656.0,,,BG010C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2021,589.0,,,BG010C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG010C,2022,637.0,,,BG010C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2015,7496.0,,,BG011C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2016,7034.0,,,BG011C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2017,6276.0,,,BG011C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2018,6418.0,,,BG011C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2019,6327.0,,,BG011C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2020,6743.0,,,BG011C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2021,6710.0,,,BG011C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG011C,2022,7083.0,,,BG011C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2015,294.0,,,BG012C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2016,216.0,,,BG012C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2017,40.0,,,BG012C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2018,65.0,,,BG012C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2019,88.0,,,BG012C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2020,62.0,,,BG012C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2021,47.0,,,BG012C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG012C,2022,53.0,,,BG012C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2015,872.0,,,BG013C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2016,796.0,,,BG013C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2017,791.0,,,BG013C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2018,771.0,,,BG013C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2019,803.0,,,BG013C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2020,796.0,,,BG013C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2021,773.0,,,BG013C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG013C,2022,681.0,,,BG013C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2015,289.0,,,BG014C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2016,257.0,,,BG014C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2017,266.0,,,BG014C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2018,969.0,,,BG014C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2019,949.0,,,BG014C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2020,946.0,,,BG014C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2021,883.0,,,BG014C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG014C,2022,917.0,,,BG014C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2015,0.0,,,BG015C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2016,0.0,,,BG015C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2017,0.0,,,BG015C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2018,0.0,,,BG015C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2019,0.0,,,BG015C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2020,0.0,,,BG015C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2021,0.0,,,BG015C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG015C,2022,0.0,,,BG015C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2015,13422.0,,,BG016C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2016,12397.0,,,BG016C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2017,11149.0,,,BG016C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2018,10318.0,,,BG016C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2019,9816.0,,,BG016C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2020,9353.0,,,BG016C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2021,9249.0,,,BG016C,BG,,2021,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG016C,2022,9071.0,,,BG016C,BG,,2022,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG017C,2015,15337.0,,,BG017C,BG,,2015,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG017C,2016,14109.0,,,BG017C,BG,,2016,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG017C,2017,13596.0,,,BG017C,BG,,2017,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG017C,2018,12087.0,,,BG017C,BG,,2018,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG017C,2019,12052.0,,,BG017C,BG,,2019,higher_ed_students,Students in higher education (ISCED 5-8)
A,TE1026V,BG017C,2020,11946.0,,,BG017C,BG,,2020,higher_ed_students,Students in higher education (ISCED 5-8)
