who_region,iso3,country_name,city,year,version,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,type_of_stations,reference,web_link,population,population_source,latitude,longitude,who_ms
4_Eur,DEU,Germany,Duisburg/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.86,14.872,27.431,99,99,98,"Urban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,515076,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",51.47294,6.75342,1
4_Eur,CZE,Czechia,Dukovany/CZE,2010,V4.0 (2018),20.051,NA,NA,97,NA,NA,NA,NA,NA,901,city_pop,49.095581,16.13446,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumbarton/GBR,2013,"V4.0 (2018), V4.0 (2018)",NA,NA,19.478,NA,NA,95,Urban,NA,NA,20961,city_pop,55.9431985,-4.559715,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumbarton/GBR,2014,V6.0  (2023),NA,NA,16.555,NA,NA,97,Urban,NA,NA,NA,NA,55.9432,-4.5597,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumbarton/GBR,2015,V6.0  (2023),NA,NA,17.129,NA,NA,96,Urban,NA,NA,NA,NA,55.9432,-4.5597,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumbarton/GBR,2016,V6.0  (2023),NA,NA,20.77,NA,NA,84,Urban,NA,NA,NA,NA,55.9432,-4.5597,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumbarton/GBR,2017,V6.0  (2023),NA,NA,20.483,NA,NA,80,Urban,NA,NA,NA,NA,55.9432,-4.5597,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumbarton/GBR,2018,V6.0  (2023),NA,NA,17.723,NA,NA,96,Urban,NA,NA,NA,NA,55.9432,-4.5597,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumbarton/GBR,2019,V6.0  (2023),NA,NA,17.839,NA,NA,97,Urban,NA,NA,NA,NA,55.9432,-4.5597,1
4_Eur,ESP,Spain,Dumbria/ESP,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",13.957,NA,3.161,98,NA,99,Rural,NA,NA,3317,"manual, manual",43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2014,V6.0  (2023),12.512,NA,2.87,97,NA,97,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2015,V6.0  (2023),13.778,NA,3.567,98,NA,99,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2016,V6.0  (2023),11.337,NA,4.978,99,NA,99,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2017,V6.0  (2023),12.197,NA,5.339,99,NA,99,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2018,V6.0  (2023),11.895,NA,3.744,99,NA,97,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2019,V6.0  (2023),13.903,NA,3.48,99,NA,95,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2020,V6.0  (2023),13.58,NA,3.879,99,NA,99,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,ESP,Spain,Dumbria/ESP,2021,V6.0  (2023),13.633,NA,5.03,99,NA,99,Rural,NA,NA,NA,NA,43.0089,-9.1189,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2010,V4.0 (2018),NA,NA,39.94,NA,NA,99,NA,NA,NA,33891,city_pop,55.070033,-3.614233,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2013,"V4.0 (2018), V4.0 (2018)",NA,NA,30.105,NA,NA,99,Urban,NA,NA,33891,city_pop,55.0700165,-3.6142165,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2014,V6.0  (2023),NA,NA,30.493,NA,NA,99,Urban,NA,NA,NA,NA,55.07,-3.6142,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2015,V6.0  (2023),NA,NA,30.143,NA,NA,98,Urban,NA,NA,NA,NA,55.07,-3.6142,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2016,V6.0  (2023),NA,NA,30.928,NA,NA,95,Urban,NA,NA,NA,NA,55.07,-3.6142,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2017,V6.0  (2023),NA,NA,30.282,NA,NA,98,Urban,NA,NA,NA,NA,55.07,-3.6142,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2018,V6.0  (2023),NA,NA,29.542,NA,NA,99,Urban,NA,NA,NA,NA,55.07,-3.6142,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2019,V6.0  (2023),NA,NA,31.129,NA,NA,99,Urban,NA,NA,NA,NA,55.07,-3.6142,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dumfries/GBR,2020,V6.0  (2023),NA,NA,22.121,NA,NA,98,Urban,NA,NA,148290,"ONS, UK",55.070033,-3.614233,1
4_Eur,IRL,Ireland,Dun Laoghaire Rathdown/IRL,2013,"V4.0 (2018), V4.0 (2018)",NA,NA,18.398,NA,NA,95,NA,NA,NA,218018,"manual, manual",53.2803215,-6.1771555,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2013,V4.0 (2018),9.505,12.241,NA,1,93,NA,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2014,V6.0  (2023),NA,9.284,NA,NA,95,NA,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2015,V6.0  (2023),NA,11.603,NA,NA,96,NA,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2016,V6.0  (2023),NA,7.847,NA,NA,96,NA,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2017,V6.0  (2023),NA,6.968,3.709,NA,97,7,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2018,V6.0  (2023),NA,6.967,3.832,NA,98,100,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2019,V6.0  (2023),NA,6.828,2.531,NA,99,100,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2020,V6.0  (2023),NA,5.999,2.074,NA,98,100,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,FRA,France,Dun Sur Auron/FRA,2021,V6.0  (2023),NA,7.146,2.305,NA,99,100,Rural,NA,NA,NA,NA,46.8147,2.6101,1
4_Eur,SVK,Slovakia,Dunajska Luzna/SVK,2020,V6.0  (2023),22.874,NA,11.969,98,NA,99,Suburban,NA,NA,NA,NA,48.0997,17.2312,1
4_Eur,SVK,Slovakia,Dunajska Luzna/SVK,2021,V6.0  (2023),22.18,NA,11.522,99,NA,97,Suburban,NA,NA,NA,NA,48.0997,17.2312,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2010,"V4.0 (2018), V4.0 (2018)",25.841,NA,18.102,100,NA,99,NA,NA,NA,46508,"old database, old database",46.976112,18.936113,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",26.025,NA,19.565,94,NA,98,Urban,NA,NA,45442,"old database, old database",46.97610733,18.93610933,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2014,V6.0  (2023),28.052,NA,25.628,90,NA,95,Urban,NA,NA,43310,NA,46.9761,18.9361,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2015,V6.0  (2023),28.718,NA,20.501,96,NA,99,Urban,NA,NA,43310,NA,46.9761,18.9361,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2016,V6.0  (2023),23.835,NA,17.032,96,NA,94,Urban,NA,NA,43310,NA,46.9761,18.9361,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2017,V6.0  (2023),28.827,16.263,20.568,97,70,98,Urban,NA,NA,43310,NA,46.9761,18.9361,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2018,V6.0  (2023),31.078,19.485,21.267,99,98,99,Urban,NA,NA,43310,NA,46.9761,18.9361,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2019,V6.0  (2023),26.809,16.249,20.348,93,94,98,Urban,NA,NA,43310,NA,46.9761,18.9361,1
4_Eur,HUN,Hungary,Dunaujvaros/HUN,2020,V6.0  (2023),24.583,13.206,20.25,96,95,95,Urban,NA,NA,43310,NA,46.9761,18.9361,1
4_Eur,IRL,Ireland,Dundalk/IRL,2018,V6.0  (2023),14.62,NA,13.479,81,NA,86,Suburban,NA,NA,NA,NA,54.0031,-6.3926,1
4_Eur,IRL,Ireland,Dundalk/IRL,2019,V6.0  (2023),14.494,NA,12.437,92,NA,97,Suburban,NA,NA,NA,NA,54.0031,-6.3926,1
4_Eur,IRL,Ireland,Dundalk/IRL,2020,V6.0  (2023),12.647,NA,10.388,94,NA,98,Suburban,NA,NA,NA,NA,54.0031,-6.3926,1
4_Eur,IRL,Ireland,Dundalk/IRL,2021,V6.0  (2023),11.73,NA,10.735,98,NA,98,Suburban,NA,NA,NA,NA,54.0031,-6.3926,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dundee/GBR,2017,V6.0  (2023),NA,NA,14.611,NA,NA,25,Urban,NA,NA,148730,NA,56.4754,-2.9599,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dundee/GBR,2018,V6.0  (2023),NA,NA,12.321,NA,NA,91,Urban,NA,NA,148730,NA,56.4754,-2.9599,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dundee/GBR,2019,V6.0  (2023),NA,NA,11.011,NA,NA,96,Urban,NA,NA,148730,NA,56.4754,-2.9599,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Dundee/GBR,2020,V6.0  (2023),NA,NA,8.452,NA,NA,97,NA,NA,NA,148820,"ONS, UK",56.475434,-2.959861,1
4_Eur,FRA,France,Dunkerque/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",25.284,16.542,19.099,98,98,98,NA,NA,NA,91386,"old database, old database, old database, old database",51.0352765,2.3369445,1
4_Eur,FRA,France,Dunkerque/FRA,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",25.224,16.245,22.331,97,99,98,"Urban, Urban, Suburban, Urban",NA,NA,135715,NA,51.031575,2.3271,1
4_Eur,FRA,France,Dunkerque/FRA,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",23.922,15.85,21.252,96,97,99,"Urban, Urban, Suburban, Urban",NA,NA,135715,NA,51.031575,2.3271,1
4_Eur,FRA,France,Dunkerque/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.327,11.857,17.533,96,97,97,"Urban, Urban, Suburban, Urban",NA,NA,135715,NA,51.031575,2.3271,1
4_Eur,FRA,France,Dunkerque/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.221,11.29,17.647,94,96,93,"Urban, Urban, Suburban, Urban",NA,NA,135715,NA,51.031575,2.3271,1
4_Eur,FRA,France,Dunkerque/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.331,11.984,20.7,78,94,72,"Urban, Urban, Suburban, Urban",NA,NA,135715,NA,51.031575,2.3271,1
4_Eur,FRA,France,Dunkerque/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.628,12.024,18.239,94,99,98,"Urban, Suburban, Urban, Urban",NA,NA,135715,NA,51.031325,2.3264,1
4_Eur,FRA,France,Dunkerque/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.576,11.438,16.432,91,90,95,"Urban, Suburban, Urban, Urban",NA,NA,135715,NA,51.031325,2.3264,1
4_Eur,FRA,France,Dunkerque/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.569,9.689,13.423,92,81,96,"Urban, Suburban, Urban, Urban",NA,NA,135715,NA,51.031325,2.3264,1
4_Eur,FRA,France,Dunkerque/FRA,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.006,9.206,13.804,93,90,98,"Urban, Suburban, Urban, Urban",NA,NA,135715,NA,51.031325,2.3264,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2010,"V4.0 (2018), V4.0 (2018)",14.716,NA,11.907,99,NA,95,NA,NA,NA,910,"old database, old database",49.423138,7.293522,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2013,"V4.0 (2018), V4.0 (2018)",14.761,NA,9.946,99,NA,95,Rural,NA,NA,910,old database,49.423108,7.2935215,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2014,V6.0  (2023),13.77,NA,8.626,99,NA,94,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2015,V6.0  (2023),13.271,NA,8.066,97,NA,95,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2016,V6.0  (2023),11.492,NA,8.362,97,NA,96,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2017,V6.0  (2023),11.429,NA,7.241,97,NA,99,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2018,V6.0  (2023),12.203,NA,6.741,96,NA,99,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2019,V6.0  (2023),10.853,NA,6.348,97,NA,99,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2020,V6.0  (2023),9.472,NA,5.376,97,NA,99,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,DEU,Germany,Dunzweiler/DEU,2021,V6.0  (2023),9.664,NA,5.664,98,NA,99,Rural,NA,NA,NA,NA,49.4231,7.2935,1
4_Eur,ESP,Spain,Durango/ESP,2010,"V4.0 (2018), V4.0 (2018)",19.82,NA,31.103,99,NA,99,NA,NA,NA,28806,"old database, old database",43.172222,-2.635833,1
4_Eur,ESP,Spain,Durango/ESP,2013,"V4.0 (2018), V4.0 (2018)",23.265,NA,NA,93,NA,NA,Urban,NA,NA,28806,old database,43.16831,-2.63792,1
4_Eur,ESP,Spain,Durango/ESP,2014,V6.0  (2023),19.591,9.163,24.195,96,76,99,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,ESP,Spain,Durango/ESP,2015,V6.0  (2023),20.305,11.896,24.602,98,91,99,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,ESP,Spain,Durango/ESP,2016,V6.0  (2023),18.164,12.329,23.066,91,70,99,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,ESP,Spain,Durango/ESP,2017,V6.0  (2023),16.252,9.795,24.485,97,75,95,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,ESP,Spain,Durango/ESP,2018,V6.0  (2023),17.213,8.383,23.41,98,98,97,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,ESP,Spain,Durango/ESP,2019,V6.0  (2023),16.857,7.687,21.107,99,99,98,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,ESP,Spain,Durango/ESP,2020,V6.0  (2023),14.721,8.474,16.783,98,99,97,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,ESP,Spain,Durango/ESP,2021,V6.0  (2023),19.109,10.56,18.707,92,98,96,Urban,NA,NA,NA,NA,43.1683,-2.6379,1
4_Eur,DEU,Germany,Duren/DEU,2013,"V4.0 (2018), V4.0 (2018)",NA,NA,66.628,NA,NA,99,Urban,NA,NA,91216,NA,50.804185,6.494585,1
4_Eur,DEU,Germany,Duren/DEU,2014,V6.0  (2023),NA,NA,63.501,NA,NA,100,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,DEU,Germany,Duren/DEU,2015,V6.0  (2023),NA,NA,61.387,NA,NA,91,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,DEU,Germany,Duren/DEU,2016,V6.0  (2023),NA,NA,60.031,NA,NA,100,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,DEU,Germany,Duren/DEU,2017,V6.0  (2023),NA,NA,58.124,NA,NA,99,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,DEU,Germany,Duren/DEU,2018,V6.0  (2023),NA,NA,54.187,NA,NA,100,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,DEU,Germany,Duren/DEU,2019,V6.0  (2023),NA,NA,39.506,NA,NA,100,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,DEU,Germany,Duren/DEU,2020,V6.0  (2023),NA,NA,34.007,NA,NA,100,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,DEU,Germany,Duren/DEU,2021,V6.0  (2023),NA,NA,33.088,NA,NA,100,Urban,NA,NA,91216,NA,50.8042,6.4946,1
4_Eur,AUT,Austria,Durnrohr/AUT,2013,"V4.0 (2018), V4.0 (2018)",NA,18.735,15.018,NA,NA,95,NA,NA,NA,5919,"Calculated, Calculated",48.33111111,15.90361111,1
4_Eur,ALB,Albania,Durres/ALB,2014,V6.0  (2023),13.854,7.742,36.734,40,40,9,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,41.3199,19.4492,1
4_Eur,ALB,Albania,Durres/ALB,2015,V6.0  (2023),17.648,12.595,26.634,79,73,84,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,41.3199,19.4492,1
4_Eur,ALB,Albania,Durres/ALB,2016,V6.0  (2023),24.559,14.323,24.785,84,75,88,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,41.3199,19.4492,1
4_Eur,ALB,Albania,Durres/ALB,2017,V6.0  (2023),25.516,14.67,23.213,52,46,50,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,41.3199,19.4492,1
4_Eur,ALB,Albania,Durres/ALB,2018,V6.0  (2023),42.994,22.415,13.478,18,18,7,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,41.3199,19.4492,1
4_Eur,ALB,Albania,Durres/ALB,2019,V6.0  (2023),22.877,12.565,15.738,48,44,25,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,41.3199,19.4492,1
4_Eur,ALB,Albania,Durres/ALB,2020,V6.0  (2023),38.049,23.161,23.898,16,16,22,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,41.3199,19.4492,1
4_Eur,TJK,Tajikistan,Dushanbe/TJK,2019,V5.0 (2022),NA,71.517,NA,NA,19,NA,NA,"U.S. Department of State, United States Environmental Protection Agency.","[[[""EPA AirNow DOS"",""http://airnow.gov/index.cfm?action=airnow.global_summary""]]]",915712,Imputed_from_UNWUP2018,38.57971,68.71217,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",31.723,17.793,48.691,97,98,95,NA,NA,NA,941500,"manual, manual, manual, manual, manual, manual, manual",51.23374171,6.753889143,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",24.922,17.25,42.763,97,87,86,"Urban, Urban, Urban, Urban, Urban, Suburban",NA,NA,818568,"manual, manual, manual, manual, manual, manual, manual, manual",51.234363,6.747914286,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.084,16.448,43.288,97,90,97,"Urban, Urban, Urban, Urban, Urban, Suburban, Urban",NA,NA,621877,NA,51.23238571,6.7542,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.437,14.938,39.996,98,86,86,"Urban, Urban, Urban, Urban, Suburban, Urban, Urban, Urban",NA,NA,621877,NA,51.21975,6.7560125,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.007,14.789,44.133,98,68,67,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,621877,NA,51.22238889,6.749855556,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.891,13.998,45.764,98,87,88,"Urban, Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,621877,NA,51.21915714,6.763714286,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.272,14.162,43.362,98,90,99,"Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,621877,NA,51.22226667,6.764083333,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.272,12.651,37.924,99,98,99,"Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,621877,NA,51.22226667,6.764083333,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.494,10.642,31.844,97,98,99,"Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,621877,NA,51.22226667,6.764083333,1
4_Eur,DEU,Germany,Dusseldorf/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.074,10.227,33.368,99,71,99,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,621877,NA,51.2208875,6.774975,1
4_Eur,POL,Poland,Duszniki Zdroj/POL,2019,V6.0  (2023),23.839,20.349,13.402,99,99,98,Urban,NA,NA,NA,NA,50.4026,16.3933,1
4_Eur,TUR,Türkiye,Duzce/TUR,2010,V4.0 (2018),81.502,NA,NA,98,NA,NA,NA,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,148061,old database,40.845554,31.148056,1
4_Eur,TUR,Türkiye,Duzce/TUR,2015,V6.0  (2023),95.406,NA,NA,96,NA,NA,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8455,31.1481,1
4_Eur,TUR,Türkiye,Duzce/TUR,2016,V6.0  (2023),91.22,NA,NA,100,NA,NA,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8455,31.1481,1
4_Eur,TUR,Türkiye,Duzce/TUR,2017,V6.0  (2023),78.606,NA,NA,99,NA,NA,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8455,31.1481,1
4_Eur,TUR,Türkiye,Duzce/TUR,2018,V6.0  (2023),53.696,25.006,22.973,75,47,62,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8455,31.1481,1
4_Eur,TUR,Türkiye,Duzce/TUR,2019,V6.0  (2023),65.572,44.616,17.38,95,81,95,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8455,31.1481,1
4_Eur,TUR,Türkiye,Duzce/TUR,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",53.408,45.379,25.036,89,53,78,"Urban, Urban, Urban","European Environmental Agency, European Environmental Agency, European Environmental Agency","https://www.eea.europa.eu/themes/air/explore-air-pollution-data, https://www.eea.europa.eu/themes/air/explore-air-pollution-data, https://www.eea.europa.eu/themes/air/explore-air-pollution-data",NA,NA,40.84826667,31.1798,1
4_Eur,CZE,Czechia,Dvorce/CZE,2013,V4.0 (2018),NA,NA,7.821,NA,NA,96,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2014,V6.0  (2023),NA,NA,7.033,NA,NA,95,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2015,V6.0  (2023),NA,NA,6.93,NA,NA,94,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2016,V6.0  (2023),NA,NA,6.185,NA,NA,95,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2017,V6.0  (2023),NA,NA,5.322,NA,NA,95,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2018,V6.0  (2023),NA,NA,6.405,NA,NA,95,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2019,V6.0  (2023),NA,NA,5.293,NA,NA,95,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2020,V6.0  (2023),NA,NA,5.157,NA,NA,95,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,CZE,Czechia,Dvorce/CZE,2021,V6.0  (2023),NA,NA,4.752,NA,NA,95,Rural,NA,NA,NA,NA,49.7771,17.5419,1
4_Eur,POL,Poland,Dzialoszyn/POL,2010,"V4.0 (2018), V4.0 (2018)",30.537,NA,12.824,98,NA,96,NA,NA,NA,6316,"old database, old database",50.972169,14.941297,1
4_Eur,POL,Poland,Dzierzoniow/POL,2010,V4.0 (2018),NA,NA,19.71,NA,NA,94,NA,NA,NA,34952,old database,50.732817,16.64805,1
