STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ur,Urban audit indicator,cities,Geopolitical entity (declaring),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE002C,Antwerpen (greater city),2019,,50076.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE002C,Antwerpen (greater city),2020,,53346.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE002C,Antwerpen (greater city),2021,,54850.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE002C,Antwerpen (greater city),2022,,55479.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE002C,Antwerpen (greater city),2023,,56487.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2015,,80956.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2016,,81114.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2017,,85382.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2019,,81627.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2020,,85328.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2021,,88577.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2022,,90857.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE003C,Gent,2023,,91949.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE004C,Charleroi (greater city),2015,,5285.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE004C,Charleroi (greater city),2016,,5556.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE004C,Charleroi (greater city),2017,,6132.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE004C,Charleroi (greater city),2019,,6089.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE004C,Charleroi (greater city),2020,,7736.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE004C,Charleroi (greater city),2021,,7945.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE004C,Charleroi (greater city),2022,,7241.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE005C,Liège (greater city),2015,,41184.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE005C,Liège (greater city),2016,,42340.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE005C,Liège (greater city),2017,,43513.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE005C,Liège (greater city),2019,,44722.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE005C,Liège (greater city),2020,,42853.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE005C,Liège (greater city),2021,,49033.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE005C,Liège (greater city),2022,,48819.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2015,,6649.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2016,,6900.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2017,,7391.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2019,,7230.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2020,,4176.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2021,,4299.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2022,,4191.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE006C,Brugge,2023,,4251.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE007C,Namur,2015,,14926.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE007C,Namur,2016,,14948.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE007C,Namur,2017,,15878.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE007C,Namur,2019,,16261.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE007C,Namur,2020,,16261.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE007C,Namur,2021,,16261.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE007C,Namur,2022,,15623.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2015,,54830.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2016,,53660.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2017,,56989.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2019,,53601.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2020,,55697.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2021,,57422.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2022,,58867.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE008C,Leuven,2023,,59835.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE009C,Mons (greater city),2015,,13878.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE009C,Mons (greater city),2016,,14521.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE009C,Mons (greater city),2017,,14111.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE009C,Mons (greater city),2019,,17032.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE009C,Mons (greater city),2020,,16986.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE009C,Mons (greater city),2021,,18171.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE009C,Mons (greater city),2022,,19333.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2015,,10452.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2016,,10755.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2017,,11302.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2019,,13956.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2020,,14233.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2021,,14945.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2022,,14713.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE010C,Kortrijk (greater city),2023,,14851.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2015,,859.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2016,,906.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2017,,830.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2019,,262.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2020,,299.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2021,,338.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2022,,331.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE011C,Oostende (greater city),2023,,327.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE012C,Mechelen,2021,,6897.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE012C,Mechelen,2022,,6690.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE012C,Mechelen,2023,,6656.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE013C,Mouscron,2021,,243.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE013C,Mouscron,2022,,255.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE014C,La Louvière (greater city),2021,,695.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE014C,La Louvière (greater city),2022,,654.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE015C,Verviers (greater city),2021,,722.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BE015C,Verviers (greater city),2022,,725.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG,Bulgaria,2015,,278953.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG,Bulgaria,2016,,266707.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG,Bulgaria,2017,,249937.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG,Bulgaria,2018,,236335.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG,Bulgaria,2019,,229464.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG,Bulgaria,2020,,226608.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2015,,112882.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2016,,109757.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2017,,105656.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2018,,101914.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2019,,101155.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2020,,98554.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2021,,97435.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG001C,Sofia,2022,,97153.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2015,,41090.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2016,,39310.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2017,,37396.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2018,,35164.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2019,,34707.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2020,,35334.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2021,,35906.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG002C,Plovdiv,2022,,36071.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2015,,31354.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2016,,30692.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2017,,27471.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2018,,25577.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2019,,24624.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2020,,24521.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2021,,24291.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG003C,Varna,2022,,24294.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2015,,9035.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2016,,8247.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2017,,7180.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2018,,6580.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2019,,5971.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2020,,6088.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2021,,6205.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG004C,Burgas,2022,,7029.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG005C,Pleven,2015,,1946.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG005C,Pleven,2016,,2208.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG005C,Pleven,2017,,2422.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026V,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",BG005C,Pleven,2018,,2739.0,,,,,
